Day,station,day,speed,direction,gust,avgvect,gustvect
217,TPAC,218,1.1176,227,6.392672,"(-0.762, -0.817)","(-4.36, -4.675)"
218,TPAC,219,2.2799039999999997,230,8.002016,"(-1.465, -1.747)","(-5.144, -6.13)"
219,TPAC,220,2.90576,245,7.5102720000000005,"(-1.228, -2.634)","(-3.174, -6.807)"
220,TPAC,221,0.491744,64,5.9009279999999995,"(0.216, 0.442)","(2.587, 5.304)"
221,TPAC,222,0.581152,2,4.515104,"(0.581, 0.02)","(4.512, 0.158)"
222,TPAC,223,1.207008,12,7.197344,"(1.181, 0.251)","(7.04, 1.496)"
223,TPAC,224,0.983488,91,6.7056,"(-0.017, 0.983)","(-0.117, 6.705)"
224,TPAC,225,1.519936,200,6.7056,"(-1.428, -0.52)","(-6.301, -2.293)"
225,TPAC,226,1.6987519999999998,196,6.392672,"(-1.633, -0.468)","(-6.145, -1.762)"
226,TPAC,227,1.385824,60,5.319776,"(0.693, 1.2)","(2.66, 4.607)"
227,TPAC,228,1.207008,65,7.5102720000000005,"(0.51, 1.094)","(3.174, 6.807)"
228,TPAC,229,0.983488,72,6.392672,"(0.304, 0.935)","(1.975, 6.08)"
229,TPAC,230,0.402336,287,5.319776,"(0.118, -0.385)","(1.555, -5.087)"
230,TPAC,231,0.89408,222,5.319776,"(-0.664, -0.598)","(-3.953, -3.56)"
231,TPAC,232,1.1176,182,7.197344,"(-1.117, -0.039)","(-7.193, -0.251)"
232,TPAC,233,0.715264,300,6.7056,"(0.358, -0.619)","(3.353, -5.807)"
233,TPAC,234,0.491744,336,4.291583999999999,"(0.449, -0.2)","(3.921, -1.746)"
234,TPAC,235,0.178816,304,3.486912,"(0.1, -0.148)","(1.95, -2.891)"
235,TPAC,236,0.089408,289,3.486912,"(0.029, -0.085)","(1.135, -3.297)"
236,TPAC,237,2.01168,238,9.61136,"(-1.066, -1.706)","(-5.093, -8.151)"
237,TPAC,238,0.715264,22,4.783328,"(0.663, 0.268)","(4.435, 1.792)"
238,TPAC,239,0.804672,121,4.783328,"(-0.414, 0.69)","(-2.464, 4.1)"
239,TPAC,240,2.68224,193,13.902944,"(-2.613, -0.603)","(-13.547, -3.127)"
240,TPAC,241,3.308096,209,11.488928,"(-2.893, -1.604)","(-10.048, -5.57)"
241,TPAC,242,2.101088,292,8.49376,"(0.787, -1.948)","(3.182, -7.875)"
242,TPAC,243,0.804672,302,6.079744,"(0.426, -0.682)","(3.222, -5.156)"
243,TPAC,244,0.581152,250,4.783328,"(-0.199, -0.546)","(-1.636, -4.495)"
244,TPAC,245,0.581152,168,5.319776,"(-0.568, 0.121)","(-5.204, 1.106)"
